word,meaning,hint,partOfSpeech,scoreTier,difficulty,priority,tags
low,"低い,低い所にある",「low」：文中での品詞を意識する,noun,500,2,4,general
waitress,"女給仕人,ウエートレス",「waitress」：TOEIC文書での用法を確認,noun,500,2,4,general
cleaner,掃除機,「cleaner」：前後の語との組合せを覚える,noun,500,2,4,general
public,"公の,公共の,公衆の",「public」：TOEIC文書での用法を確認,"noun, adjective",500,2,4,general
developer,"開発者,啓発者",「developer」：TOEIC文書での用法を確認,noun,500,2,4,general
possible,"可能な,実行できる",「possible」：前後の語との組合せを覚える,"noun, adjective",500,2,4,general
shuttle,杼(ひ)(縦糸の間を走り横糸を通す器具),「shuttle」：TOEIC文書での用法を確認,"noun, verb",500,2,4,general
actually,"実際に,現に,ほんとうに",「actually」：文中での品詞を意識する,adverb,500,2,4,general
rather,"いくぶん,やや",「rather」：前後の語との組合せを覚える,adverb,500,2,4,general
stationery,文房具,「stationery」：社内業務の場面で頻出,noun,500,2,5,office|business
view,"見ること,ながめること,一見,一覧",「view」：文中での品詞を意識する,"noun, verb",500,2,4,general
together,"いっしょに,共に,連れ立って",「together」：前後の語との組合せを覚える,adverb,500,2,4,general
alike,"同じように,等しく(similarly)",「alike」：文中での品詞を意識する,adverb,500,2,4,general
flavor,"風味,味",「flavor」：文中での品詞を意識する,"noun, verb",500,2,4,general
parent,親(父または母),「parent」：文中での品詞を意識する,noun,500,2,4,general
picnic,"ピクニック,(野外の食事を伴う)遠足",「picnic」：TOEIC文書での用法を確認,"noun, verb",500,2,4,general
hard,"堅い,(手触りが)堅固な,しっかりした",「hard」：前後の語との組合せを覚える,"noun, adjective",500,2,4,general
recipe,"作り方,処方",「recipe」：文中での品詞を意識する,noun,500,2,4,general
refreshment,"元気回復,気分爽快(そうかい)",「refreshment」：TOEIC文書での用法を確認,noun,500,3,4,general
control,"統制,抑制,制御",「control」：前後の語との組合せを覚える,"noun, verb",500,2,4,general
already,"もう,すでに",「already」：前後の語との組合せを覚える,adverb,500,2,4,general
concern,"…に関係する,かかわる,影響する",「concern」：TOEIC文書での用法を確認,"noun, verb",500,2,4,general
commonly,"一般に,通例,普通",「commonly」：文中での品詞を意識する,adverb,500,2,4,general
story,"話,実話",「story」：前後の語との組合せを覚える,"noun, verb",500,2,4,general
almost,"ほとんど,たいてい(nearly)",「almost」：文中での品詞を意識する,adverb,500,2,4,general
stand,"立つ,立っている",「stand」：前後の語との組合せを覚える,"noun, verb",500,2,4,general
whole,"全体の,全部の,全…",「whole」：TOEIC文書での用法を確認,"noun, adjective",500,2,4,general
yet,まだ,「yet」：文中での品詞を意識する,adverb,500,2,4,general
rate,料金、割合,「rate」：数値表現とセットで覚える,"noun, verb",500,2,5,finance|business
coordinate,"対等の,等位の",「coordinate」：文中での品詞を意識する,"noun, verb",500,2,4,general
effect,効果、影響,「effect」：TOEIC文書での用法を確認,"noun, verb",500,2,4,general
paperwork,"書類仕事,文書仕事",「paperwork」：job descriptionの文脈で確認,noun,500,2,4,employment|business
sort,種類、分類する,「sort」：TOEIC文書での用法を確認,"noun, verb",500,2,4,general
cause,"原因,起因",「cause」：前後の語との組合せを覚える,"noun, verb",500,2,4,general
fall,"落下する,落ちる",「fall」：前後の語との組合せを覚える,"noun, verb",500,2,4,general
flu,"インフルエンザ,流感",「flu」：TOEIC文書での用法を確認,noun,500,2,4,general
deal,取引き,「deal」：ビジネス場面の基本語,"noun, verb",500,2,5,business
captain,"長,かしら(chief)",「captain」：前後の語との組合せを覚える,"noun, verb",500,2,4,general
installation,"取り付け,据え付け",「installation」：前後の語との組合せを覚える,noun,500,3,4,general
trainer,"訓練する人,仕込む人,(運動選手の)トレーナー,調教師",「trainer」：前後の語との組合せを覚える,noun,500,2,4,general
soon,"間もなく,近いうちに",「soon」：TOEIC文書での用法を確認,adverb,500,2,4,general
availability,"利用できること,有用性,利用価値",「availability」：前後の語との組合せを覚える,noun,500,3,4,general
base,基礎、拠点,「base」：TOEIC文書での用法を確認,"noun, verb",500,2,4,general
bargain,"契約,売買契約,取引き",「bargain」：文中での品詞を意識する,"noun, verb",500,2,4,general
probably,"たぶん,おそらく",「probably」：前後の語との組合せを覚える,adverb,500,2,4,general
hike,ハイキング(徒歩旅行)する,「hike」：TOEIC文書での用法を確認,noun,500,2,4,general
past,"過ぎ去った,終わった(over)",「past」：文中での品詞を意識する,noun,500,2,4,general
midnight,"真夜中,夜の12時",「midnight」：TOEIC文書での用法を確認,"noun, adverb",500,2,4,general
test,"試験,考査,テスト",「test」：前後の語との組合せを覚える,"noun, verb",500,2,4,general
center,"中心,中央,中核",「center」：文中での品詞を意識する,"noun, verb",500,2,4,general
trainee,"訓練(特に職業訓練)を受けている人,徒弟,見習い",「trainee」：研修・講習の場面で頻出,noun,500,2,5,training|business
value,"価格,値段",「value」：financial reportで用法を確認,"noun, verb",500,2,5,finance|business
automobile,自動車,「automobile」：TOEIC文書での用法を確認,noun,500,2,4,general
record,"記録,(…を)記録すること",「record」：報告書・グラフで頻出,"noun, verb",500,2,5,report|document
force,"力,勢い",「force」：文中での品詞を意識する,"noun, verb",500,2,4,general
questionnaire,"質問表,アンケート",「questionnaire」：TOEIC文書での用法を確認,noun,500,3,4,general
stop,止める,「stop」：前後の語との組合せを覚える,"noun, verb",500,2,4,general
dock,"波止場,埠頭(ふとう)",「dock」：TOEIC文書での用法を確認,"noun, verb",500,2,4,general
lately,"近ごろ,最近",「lately」：TOEIC文書での用法を確認,adverb,500,2,4,general
share,"分け前,取り分",「share」：TOEIC文書での用法を確認,"noun, verb",500,2,4,general
machinery,機械,「machinery」：機器の説明・点検で頻出,noun,500,2,5,equipment|business
real,"現実の,実際の,真実の",「real」：TOEIC文書での用法を確認,"noun, adjective",500,2,4,general
presenter,テレビ(ラジオ)ショーの司会者,「presenter」：TOEIC文書での用法を確認,noun,500,2,4,general
figure,数字、人物、図,「figure」：報告書・グラフで頻出,"noun, verb",500,2,5,report|business
signature,署名,「signature」：formやfileと関連,noun,500,2,5,document|business
letter,手紙、文字,「letter」：文中での品詞を意識する,"noun, verb",500,2,4,general
carrier,航空母艦,「carrier」：出張・交通案内で頻出,noun,500,2,5,travel|business
subject,"主題,問題,議題,話題",「subject」：文中での品詞を意識する,"noun, verb",500,2,4,general
development,"発達,発展,発育,成長",「development」：文中での品詞を意識する,noun,500,3,4,general
exclusive,"除外する,排他的な",「exclusive」：前後の語との組合せを覚える,"noun, adjective",500,2,4,general
grocery,"食料品店(ではgrocer's, grocery shopなどが普通)",「grocery」：TOEIC文書での用法を確認,noun,500,2,4,general
homework,自宅でする仕事,「homework」：job descriptionの文脈で確認,noun,500,2,4,employment|business
memorandum,"連絡メモ,回覧,回報",「memorandum」：社内案内での用法を確認,noun,500,2,5,office|business
break,"壊す,割る,砕く",「break」：前後の語との組合せを覚える,"noun, verb",500,2,4,general
photocopier,写真複写機,「photocopier」：前後の語との組合せを覚える,noun,500,3,4,general
future,"未来,将来",「future」：前後の語との組合せを覚える,"noun, adjective",500,2,4,general
thorough,"完全な,完ぺきな",「thorough」：前後の語との組合せを覚える,noun,500,2,4,general
per,"…につき,…ごとに",「per」：TOEIC文書での用法を確認,noun,500,2,4,general
bookstore,"書,本屋(bookshop)",「bookstore」：前後の語との組合せを覚える,noun,500,2,4,general
top,"いちばん上の部分,最先端,頂上",「top」：TOEIC文書での用法を確認,noun,500,2,4,general
dental,"歯の,歯科医の",「dental」：文中での品詞を意識する,"noun, adjective",500,2,4,general
win,"(…に)勝つ,優勝する",「win」：前後の語との組合せを覚える,"noun, verb",500,2,4,general
duration,"持続,存続,継続",「duration」：締切・期間表現とセットで,noun,500,2,5,schedule|business
lounge,"ゆったりと寄り掛かる(座る,横になる)",「lounge」：文中での品詞を意識する,noun,500,2,4,general
reach,"に着く,到着する",「reach」：文中での品詞を意識する,"noun, verb",500,2,4,general
painter,画家,「painter」：TOEIC文書での用法を確認,noun,500,2,4,general
social,"社会の,社会的な",「social」：文中での品詞を意識する,"noun, adjective",500,2,4,general
patron,"後援者,保護者,パトロール",「patron」：TOEIC文書での用法を確認,noun,500,2,4,general
period,期間,「period」：締切・期間表現とセットで,noun,500,2,5,schedule|business
prescription,指示(規定)すること,「prescription」：前後の語との組合せを覚える,noun,500,3,4,general
note,"覚え書き,控え,メモ",「note」：TOEIC文書での用法を確認,"noun, verb",500,2,4,general
salad,サラダ,「salad」：前後の語との組合せを覚える,noun,500,2,4,general
drive,"追い立てる,追い払う,追い出す",「drive」：前後の語との組合せを覚える,"noun, verb",500,2,4,general
along,"…をたどって,…に沿って",「along」：前後の語との組合せを覚える,adverb,500,2,4,general
delegate,"代表,使節",「delegate」：会議の案内・進行で頻出,"noun, verb",500,2,5,meeting|business
type,"型,タイプ,類型,種類(kind)",「type」：TOEIC文書での用法を確認,"noun, verb",500,2,4,general
sound,"音,音響,響き・音の聞こえる範囲・(音声としての)音",「sound」：前後の語との組合せを覚える,"noun, verb",500,2,4,general
salesperson,販売員,「salesperson」：TOEIC文書での用法を確認,noun,500,3,4,general
calculator,計算者,「calculator」：文中での品詞を意識する,noun,500,2,4,general
completion,"完成,成就",「completion」：前後の語との組合せを覚える,noun,500,2,4,general
defect,"欠点,弱点,欠陥",「defect」：前後の語との組合せを覚える,"noun, verb",500,2,4,general
garbage,"生ごみ,食べかす,残飯",「garbage」：文中での品詞を意識する,noun,500,2,4,general
moment,"瞬間,瞬時",「moment」：文中での品詞を意識する,noun,500,2,4,general
sale,"販売,売却,売れ行き,需要",「sale」：前後の語との組合せを覚える,noun,500,2,4,general
spite,"悪意,意地悪",「spite」：TOEIC文書での用法を確認,"noun, verb",500,2,4,general
cab,Civil Aeronautics Board民間航空委員会,「cab」：TOEIC文書での用法を確認,noun,500,2,4,general
correspondence,"一致,調和類似",「correspondence」：メール・連絡表現で頻出,noun,500,3,5,communication|business
general,"全部の,全部を含む",「general」：文中での品詞を意識する,"noun, adjective",500,2,4,general
ladder,はしご,「ladder」：文中での品詞を意識する,"noun, verb",500,2,4,general
photography,写真術,「photography」：前後の語との組合せを覚える,noun,500,3,4,general
sculpture,"彫刻,彫刻術",「sculpture」：前後の語との組合せを覚える,"noun, verb",500,2,4,general
team,チーム,「team」：TOEIC文書での用法を確認,"noun, verb",500,2,4,general
anniversary,"記念日,記念祭",「anniversary」：文中での品詞を意識する,"noun, adjective",500,3,4,general
individual,"個々の,個別の(separate)",「individual」：文中での品詞を意識する,"noun, adjective",500,2,4,general
full,"いっぱいの,満ちた",「full」：TOEIC文書での用法を確認,"noun, verb",500,2,4,general
sense,感覚,「sense」：文中での品詞を意識する,"noun, verb",500,2,4,general
perhaps,"おそらく,ことによると,ひょっとしたら,たぶん",「perhaps」：TOEIC文書での用法を確認,adverb,500,2,4,general
leak,漏れること,「leak」：文中での品詞を意識する,"noun, verb",500,2,4,general
rule,"規則,規定",「rule」：文中での品詞を意識する,"noun, verb",500,2,4,general
occupancy,占有,「occupancy」：TOEIC文書での用法を確認,noun,500,2,4,general
pass,"通り過ぎる,通る",「pass」：前後の語との組合せを覚える,noun,500,2,4,general
proficiency,"熟達,熟練(skill)",「proficiency」：前後の語との組合せを覚える,noun,500,3,4,general
produce,"産出する,生産する",「produce」：文中での品詞を意識する,"noun, verb",500,2,4,general
renewal,"新しく直すこと,(…の)更新",「renewal」：TOEIC文書での用法を確認,noun,500,2,4,general
annually,"年々,毎年",「annually」：文中での品詞を意識する,adverb,500,2,4,general
law,法,「law」：TOEIC文書での用法を確認,noun,500,2,4,general
basketball,"バスケットボール,篭(ろう)球",「basketball」：TOEIC文書での用法を確認,noun,500,2,4,general
research,"研究,調査",「research」：前後の語との組合せを覚える,"noun, verb",500,2,4,general
pet,"愛がん動物,ペット",「pet」：文中での品詞を意識する,"noun, verb",500,2,4,general
near,"(…の)近くに,(…に)接近して",「near」：文中での品詞を意識する,"noun, verb",500,2,4,general
textbook,教科書,「textbook」：文中での品詞を意識する,noun,500,2,4,general
human,"人間の,人の",「human」：TOEIC文書での用法を確認,"noun, adjective",500,2,4,general
computer,計算機,「computer」：機器の説明・点検で頻出,noun,500,2,5,equipment|business
accurately,"正確に,精密に,綿密に",「accurately」：TOEIC文書での用法を確認,adverb,500,2,4,general
situation,"立場,状態,境遇",「situation」：前後の語との組合せを覚える,noun,500,2,4,general
cabin,小屋,「cabin」：文中での品詞を意識する,"noun, verb",500,2,4,general
activity,"活動,働き",「activity」：前後の語との組合せを覚える,noun,500,2,4,general
conductor,"指導者,案内者",「conductor」：TOEIC文書での用法を確認,noun,500,2,4,general
film,"薄皮,薄膜,薄い層",「film」：前後の語との組合せを覚える,"noun, verb",500,2,4,general
inspector,"視察官,調査官,監査人(役)",「inspector」：文中での品詞を意識する,noun,500,2,4,general
intern,インターン(企業などで短期間で勤務する社員)/ 実習生,「intern」：文中での品詞を意識する,"noun, verb",500,2,4,general
war,"戦争,戦争状態",「war」：TOEIC文書での用法を確認,"noun, verb",500,2,4,general
semester,"一学期,前(後)期(通例15‐18週)",「semester」：TOEIC文書での用法を確認,noun,500,2,4,general
confirmation,確認,「confirmation」：TOEIC文書での用法を確認,noun,500,3,4,general
major,"大きい(多い)ほうの,いっそう重要な",「major」：TOEIC文書での用法を確認,"noun, verb",500,2,4,general
someone,"だれか,ある人",「someone」：文中での品詞を意識する,noun,500,2,4,general
congratulation,"(…に対する)祝いの言葉,祝辞",「congratulation」：前後の語との組合せを覚える,noun,500,3,4,general
above,"…の上方へ,より高いところへ",「above」：TOEIC文書での用法を確認,"noun, adjective",500,2,4,general
expertise,専門技術,「expertise」：文中での品詞を意識する,noun,500,2,4,general
graph,"グラフ,図表",「graph」：report that節での用法を確認,"noun, verb",500,2,5,report|business
event,"でき事,事件",「event」：TOEIC文書での用法を確認,noun,500,2,4,general
sometimes,"ときどき,ときには",「sometimes」：文中での品詞を意識する,adverb,500,2,4,general
utility,役に立つこと,「utility」：文中での品詞を意識する,noun,500,2,4,general
carry,"運ぶ,運搬する,持って行く(来る)",「carry」：文中での品詞を意識する,"noun, verb",500,2,4,general
voucher,"証書,受領証・証拠物件",「voucher」：前後の語との組合せを覚える,noun,500,2,4,general
banker,"銀行家,銀行経営者",「banker」：TOEIC文書での用法を確認,noun,500,2,4,general
behalf,"大義, 大目的",「behalf」：前後の語との組合せを覚える,noun,500,2,4,general
decision,"決定,解決",「decision」：前後の語との組合せを覚える,noun,500,2,4,general
forward,"前方へ,前方に",「forward」：前後の語との組合せを覚える,noun,500,2,4,general
main,"おもな,主要な",「main」：前後の語との組合せを覚える,noun,500,2,4,general
paycheck,給料支払い小切手,「paycheck」：金額・会計の文脈で頻出,noun,500,2,4,finance|business
die,"死ぬ,枯れる",「die」：TOEIC文書での用法を確認,"noun, verb",500,2,4,general
protective,"保護の,保護する",「protective」：TOEIC文書での用法を確認,"noun, adjective",500,2,4,general
cut,"切る,傷つける",「cut」：文中での品詞を意識する,"noun, verb",500,2,4,general
seller,"売る人,売り手",「seller」：文中での品詞を意識する,noun,500,2,4,general
sidewalk,歩道,「sidewalk」：TOEIC文書での用法を確認,noun,500,2,4,general
strong,力の強い,「strong」：TOEIC文書での用法を確認,noun,500,2,4,general
maybe,"たぶん,おそらく,ことによると",「maybe」：前後の語との組合せを覚える,adverb,500,2,4,general
promptly,"敏速に,即座に",「promptly」：TOEIC文書での用法を確認,adverb,500,2,4,general
cumulative,"しだいに増加する,累加する,累積的な",「cumulative」：前後の語との組合せを覚える,adjective,500,2,4,general
knowledgeable,"博識の,物知りの",「knowledgeable」：文中での品詞を意識する,adjective,500,3,4,general
economic,経済の,「economic」：TOEIC文書での用法を確認,adjective,500,2,4,general
overdue,"支払いの期限が過ぎた,未払いの",「overdue」：前後の語との組合せを覚える,adjective,500,2,4,general
finally,最後に(at the end),「finally」：前後の語との組合せを覚える,adverb,500,2,4,general
definite,"一定の,(明確に)限定された",「definite」：前後の語との組合せを覚える,adjective,500,2,4,general
economical,"節約する,倹約家の",「economical」：文中での品詞を意識する,adjective,500,2,4,general
generous,気前のよい,「generous」：文中での品詞を意識する,adjective,500,2,4,general
profitable,利益の上がる,「profitable」：前後の語との組合せを覚える,adjective,500,2,4,general
reimburse,に弁償する,「reimburse」：文中での品詞を意識する,verb,500,2,4,general
certainly,"確かに,確実",「certainly」：TOEIC文書での用法を確認,adverb,500,2,4,general
itself,"それ自身,それ自体,そのもの",「itself」：文中での品詞を意識する,"verb, preposition",500,2,4,general
teach,"教える,に教える",「teach」：前後の語との組合せを覚える,verb,500,2,4,general
confidential,"秘密の,内々の(secret)",「confidential」：文中での品詞を意識する,adjective,500,3,4,general
marginal,"縁の,へりの",「marginal」：前後の語との組合せを覚える,adjective,500,2,4,general
realistic,"現実主義の,現実的(実際的)な",「realistic」：文中での品詞を意識する,adjective,500,2,4,general
thoroughly,"徹底的に,完ぺきに,全く",「thoroughly」：前後の語との組合せを覚える,adverb,500,2,4,general
automate,"に自動装置をつける,をオートメーション化する",「automate」：文中での品詞を意識する,verb,500,2,4,general
finalize,"完成する,仕上げる",「finalize」：前後の語との組合せを覚える,verb,500,2,4,general
incur,"招く,こうむる",「incur」：文中での品詞を意識する,verb,500,2,4,general
realize,完全に理解する,「realize」：前後の語との組合せを覚える,verb,500,2,4,general
usually,"普通は,通例,通常,いつもは",「usually」：TOEIC文書での用法を確認,adverb,500,2,4,general
instruct,"…に知識(情報,技術など)を与える,教える,知らせる",「instruct」：前後の語との組合せを覚える,verb,500,2,4,general
loyal,"忠実な,誠実な(faithful)",「loyal」：文中での品詞を意識する,adjective,500,2,4,general
strategic,"戦略の,計略の",「strategic」：前後の語との組合せを覚える,adjective,500,2,4,general
spacious,"広い,ゆったりとした",「spacious」：TOEIC文書での用法を確認,adjective,500,2,4,general
accustom,"慣らす,習慣づける",「accustom」：文中での品詞を意識する,verb,500,2,4,general
organizational,"組織上の,構成上の",「organizational」：文中での品詞を意識する,adjective,500,3,4,general
listen,"聞く,耳を澄ます",「listen」：前後の語との組合せを覚える,verb,500,2,4,general
monetary,"貨幣の,通貨の",「monetary」：文中での品詞を意識する,adjective,500,2,4,general
reinforce,"増強する,補強する",「reinforce」：TOEIC文書での用法を確認,verb,500,2,4,general
payable,採算のとれる,「payable」：金額・会計の文脈で頻出,adjective,500,2,4,finance|business
distract,"の注意(気持ち,関心)をそらす,をそらす",「distract」：前後の語との組合せを覚える,verb,500,2,4,general
furnish,に家具を備え付ける,「furnish」：文中での品詞を意識する,verb,500,2,4,general
hourly,時間の,「hourly」：TOEIC文書での用法を確認,"adjective, adverb",500,2,4,general
promotional,"昇進の,昇格の",「promotional」：TOEIC文書での用法を確認,adjective,500,3,4,general
particularly,"特に,とりわけ",「particularly」：文中での品詞を意識する,adverb,500,3,4,general
residential,"住居の,居住の",「residential」：文中での品詞を意識する,adjective,500,3,4,general
temporarily,"一時的に,仮に",「temporarily」：TOEIC文書での用法を確認,adverb,500,3,4,general
unattended,付き添いのない,「unattended」：前後の語との組合せを覚える,adjective,500,2,4,general
suppose,"…と仮定する,考えてみる",「suppose」：TOEIC文書での用法を確認,verb,500,2,4,general
accessible,"近づきやすい,入りやすい,達しうる",「accessible」：TOEIC文書での用法を確認,adjective,500,2,4,general
afterward,"あとで,以後,その後",「afterward」：前後の語との組合せを覚える,adverb,500,2,4,general
assemble,"集める,集合させる",「assemble」：物流工程の文脈で確認,verb,500,2,5,logistics|business
poor,"貧乏な,貧しい",「poor」：前後の語との組合せを覚える,adjective,500,2,4,general
classify,"分類する,類別する,等級別にする",「classify」：前後の語との組合せを覚える,verb,500,2,4,general
risky,"危険な,危ない",「risky」：前後の語との組合せを覚える,adjective,500,2,4,general
durable,"耐久力のある,もちのよい",「durable」：TOEIC文書での用法を確認,adjective,500,2,4,general
foreign,外国の,「foreign」：文中での品詞を意識する,adjective,500,2,4,general
prospective,"未来の,将来の",「prospective」：前後の語との組合せを覚える,adjective,500,3,4,general
maximize,最大限にする,「maximize」：文中での品詞を意識する,verb,500,2,4,general
relate,物語る,「relate」：前後の語との組合せを覚える,verb,500,2,4,general
forget,忘れる,「forget」：文中での品詞を意識する,verb,500,2,4,general
costly,高価な,「costly」：financial reportで用法を確認,adjective,500,2,4,finance|business
allocate,"配分する,割り当てる",「allocate」：前後の語との組合せを覚える,verb,500,2,4,general
equip,"にしたくさせる,に装備する,(…に備えて)…にしたくさせる,を装備する",「equip」：文中での品詞を意識する,verb,500,2,4,general
graphic,"絵を見るような,生き生きとした(vivid)",「graphic」：前後の語との組合せを覚える,adjective,500,2,4,general
represent,"表す,象徴する",「represent」：文中での品詞を意識する,verb,500,2,4,general
lengthy,非常に長い,「lengthy」：文中での品詞を意識する,adjective,500,2,4,general
contain,"含む,入れている",「contain」：前後の語との組合せを覚える,verb,500,2,4,general
merge,"合併する,合体する",「merge」：TOEIC文書での用法を確認,verb,500,2,4,general
myself,私自身,「myself」：文中での品詞を意識する,"verb, preposition",500,2,4,general
terminate,終わらせる,「terminate」：TOEIC文書での用法を確認,verb,500,2,4,general
unfamiliar,"よく知らない,未知の見慣ない,聞き慣ない",「unfamiliar」：文中での品詞を意識する,adjective,500,2,4,general
whatever,…するもの(こと)は何でも,「whatever」：文中での品詞を意識する,adjective,500,2,4,general
congratulate,"にお祝いを言う,喜びを述べる",「congratulate」：文中での品詞を意識する,verb,500,3,4,general
various,"互いに異なる,いろいろな,さまざまの",「various」：文中での品詞を意識する,adjective,500,2,4,general
inexpensive,"安い,費用のかからない",「inexpensive」：TOEIC文書での用法を確認,adjective,500,3,4,general
rearrange,"整理し直す,配列し直す",「rearrange」：文中での品詞を意識する,verb,500,2,4,general
reopen,再び開ける,「reopen」：前後の語との組合せを覚える,verb,500,2,4,general
establish,"設立する,創設する",「establish」：文中での品詞を意識する,verb,500,2,4,general
faulty,欠点(欠陥)のある,「faulty」：前後の語との組合せを覚える,adjective,500,2,4,general
informal,"正式でない,略式の",「informal」：前後の語との組合せを覚える,adjective,500,2,4,general
mislead,誤って道案内する,「mislead」：前後の語との組合せを覚える,verb,500,2,4,general
misplace,置き間違える,「misplace」：TOEIC文書での用法を確認,verb,500,2,4,general
occur,起こる,「occur」：TOEIC文書での用法を確認,verb,500,2,4,general
remodel,"作り直す,改造する,…の型を直す",「remodel」：TOEIC文書での用法を確認,verb,500,2,4,general
significant,"重要な,重大な",「significant」：TOEIC文書での用法を確認,adjective,500,3,4,general
optimal,最適な,「optimal」：TOEIC文書での用法を確認,adjective,500,2,4,general
unlimited,"限りない,果てしない(boundless)",「unlimited」：文中での品詞を意識する,adjective,500,2,4,general
direct,"まっすぐな,一直線の(straight),直進する",「direct」：文中での品詞を意識する,"verb, adjective",500,2,4,general
disclose,"あらわにする,見せる(uncover)",「disclose」：文中での品詞を意識する,verb,500,2,4,general
depend,"頼る,依存する,当てにする",「depend」：TOEIC文書での用法を確認,verb,500,2,4,general
deduct,"差し引く,控除する",「deduct」：TOEIC文書での用法を確認,verb,500,2,4,general
recognize,確かに認める,「recognize」：前後の語との組合せを覚える,verb,500,2,4,general
enthusiastic,"熱狂的な,熱烈な",「enthusiastic」：文中での品詞を意識する,adjective,500,3,4,general
icy,"氷の,氷で覆われた",「icy」：前後の語との組合せを覚える,adjective,500,2,4,general
argue,"議論する,論争する,言い争う",「argue」：前後の語との組合せを覚える,verb,500,2,4,general
managerial,経営上の,「managerial」：前後の語との組合せを覚える,adjective,500,2,4,general
prove,証明する,「prove」：前後の語との組合せを覚える,verb,500,2,4,general
proofread,校正する,「proofread」：TOEIC文書での用法を確認,verb,500,2,4,general
liable,責任(義務)のある,「liable」：文中での品詞を意識する,adjective,500,2,4,general
sorry,"悲しいと思う,すまないと思う,残念に思う",「sorry」：文中での品詞を意識する,adjective,500,2,4,general
defer,"延ばす,延期する(postpone)",「defer」：文中での品詞を意識する,verb,500,2,4,general
ethical,"倫理の,道徳の",「ethical」：前後の語との組合せを覚える,adjective,500,2,4,general
marry,"…と結婚する,を夫(妻)にする",「marry」：TOEIC文書での用法を確認,verb,500,2,4,general
optimistic,楽天主義の,「optimistic」：前後の語との組合せを覚える,adjective,500,2,4,general
seek,"捜し求める,捜す",「seek」：前後の語との組合せを覚える,verb,500,2,4,general
solar,"太陽の,太陽からの",「solar」：文中での品詞を意識する,adjective,500,2,4,general
unsure,"不安定な,不確実な",「unsure」：文中での品詞を意識する,adjective,500,2,4,general
popular,"人気がある,評判のよい",「popular」：前後の語との組合せを覚える,adjective,500,2,4,general
beautiful,"美しい,きれいな",「beautiful」：TOEIC文書での用法を確認,adjective,500,2,4,general
restructure,"編成し直す,組み立て直す",「restructure」：文中での品詞を意識する,verb,500,3,4,general
serious,"まじめな,厳粛な",「serious」：前後の語との組合せを覚える,adjective,500,2,4,general
absent,"不在の,欠席した,欠けている,心を失った(忘却の)",「absent」：前後の語との組合せを覚える,"verb, adjective",500,2,4,general
accumulate,"蓄積する,ためる",「accumulate」：TOEIC文書での用法を確認,verb,500,2,4,general
execute,"実行する,遂行する",「execute」：文中での品詞を意識する,verb,500,2,4,general
colorful,"色彩に富んだ,多彩な,はなやかな",「colorful」：TOEIC文書での用法を確認,adjective,500,2,4,general
compensate,に補償する,「compensate」：文中での品詞を意識する,verb,500,2,4,general
deem,…と思う(think),「deem」：TOEIC文書での用法を確認,verb,500,2,4,general
facilitate,"容易にする,楽にする,助ける,促進する",「facilitate」：文中での品詞を意識する,verb,500,2,4,general
yourself,"あなた自身,ご自身",「yourself」：前後の語との組合せを覚える,"verb, preposition",500,2,4,general
dynamic,"動力の,動的な",「dynamic」：TOEIC文書での用法を確認,adjective,500,2,4,general
inappropriate,"不適当な,ふさわしくない",「inappropriate」：TOEIC文書での用法を確認,adjective,500,3,4,general
statistical,"統計の,統計学上の",「statistical」：文中での品詞を意識する,adjective,500,3,4,general
plausible,もっともらしい,「plausible」：前後の語との組合せを覚える,adjective,500,2,4,general
enforce,"実施する,施行する",「enforce」：TOEIC文書での用法を確認,verb,500,2,4,general
simplify,"簡単にする,平易にする,単純にする",「simplify」：前後の語との組合せを覚える,verb,500,2,4,general
unexpected,"予期しない,思いがけない",「unexpected」：文中での品詞を意識する,adjective,500,2,4,general
adhere,"くっつく,付着する,粘着する",「adhere」：文中での品詞を意識する,verb,500,2,4,general
suffer,"苦しむ,悩む,心を痛める,(…で)苦しむ",「suffer」：TOEIC文書での用法を確認,verb,500,2,4,general
except,"…を除いて,のほかは",「except」：前後の語との組合せを覚える,verb,500,2,4,general
tend,"傾向がある,(…)しがちである",「tend」：前後の語との組合せを覚える,verb,500,2,4,general
diversify,"多様化する,いろいろ変化させる",「diversify」：前後の語との組合せを覚える,verb,500,2,4,general
avoid,"避ける,回避する(keep away from)",「avoid」：TOEIC文書での用法を確認,verb,500,2,4,general
fasten,"固定する,つなぐ",「fasten」：文中での品詞を意識する,verb,500,2,4,general
harmful,"有害な,害になる",「harmful」：TOEIC文書での用法を確認,adjective,500,2,4,general
informative,"知識(情報)を与える,有益な",「informative」：文中での品詞を意識する,adjective,500,3,4,general
indirect,"真っすぐでない,回り道の",「indirect」：前後の語との組合せを覚える,adjective,500,2,4,general
nominate,指名する,「nominate」：文中での品詞を意識する,"verb, adjective",500,2,4,general
huge,"巨大な,ばく大な",「huge」：文中での品詞を意識する,adjective,500,2,4,general
opt,選ぶ,「opt」：TOEIC文書での用法を確認,verb,500,2,4,general
recreational,"レクリエーションの,気晴らしの,娯楽の",「recreational」：TOEIC文書での用法を確認,adjective,500,3,4,general
rehearse,"けいこする,リハーサルをする",「rehearse」：TOEIC文書での用法を確認,verb,500,2,4,general
satisfactory,"満足を与える,満足な,申し分のない",「satisfactory」：前後の語との組合せを覚える,adjective,500,3,4,general
seasonal,"季節の,季節的,季節ごとの",「seasonal」：TOEIC文書での用法を確認,adjective,500,2,4,general
